Takes 1.41555285454 seconds to evaluate 500 spectra with 5000 training values.

         7793609 function calls (7741824 primitive calls) in 64.609 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 widgets.py:96(AxesWidget)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2773(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:755(chi_gen)
        1    0.000    0.000    0.000    0.000 tz.py:664(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 cbook.py:350(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 axis.py:468(YTick)
        1    0.000    0.000    0.000    0.000 cbook.py:455(CallbackRegistry)
        6    0.000    0.000    0.000    0.000 {posix.getpid}
        2    0.000    0.000    0.000    0.000 colorbar.py:325(_extend_lower)
        1    0.000    0.000    0.000    0.000 trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:732(SubplotToolQt)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3385(nct_gen)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2035(gengamma_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2396(ParseExpression)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        9    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 six.py:162(_SixMetaPathImporter)
        3    0.000    0.000    0.000    0.000 rcsetup.py:154(validate_float_or_None)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2096(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 ticker.py:214(Formatter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3181(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1909(Ship)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1752(Keyword)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:412(SelectKBest)
        1    0.000    0.000    0.000    0.000 colorbar.py:682(_find_range)
        1    0.000    0.000    0.000    0.000 httplib.py:1153(HTTP)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:266(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3585(pearson3_gen)
        1    0.000    0.000    0.000    0.000 base.py:389(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:584(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 streamplot.py:276(Grid)
        1    0.000    0.000    0.000    0.000 colors.py:1486(LightSource)
        1    0.000    0.000    0.000    0.000 util.py:336(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:19(binom_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:1059(TransformedBbox)
        1    0.000    0.000    0.000    0.000 gridspec.py:382(SubplotSpec)
        1    0.000    0.000    0.000    0.000 logistic.py:925(LogisticRegression)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3965(rice_gen)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 mathtext.py:102(MathtextBackend)
        1    0.000    0.000    0.000    0.000 arpack.py:960(IterOpInv)
        1    0.000    0.000    0.000    0.000 backend_tools.py:788(ToolPan)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        2    0.000    0.000    0.000    0.000 colors.py:982(scaled)
        2    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 _multivariate.py:203(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:87(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 text.py:1701(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2019(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2178(gumbel_r_gen)
        4    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1127(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:427(poisson_gen)
        1    0.000    0.000    0.000    0.000 tz.py:494(tzrange)
        1    0.000    0.000    0.000    0.000 geo.py:337(HammerTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3716(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2616(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4253(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1392(LocationEvent)
        1    0.000    0.000    0.000    0.000 colorbar.py:333(_patch_ax)
        1    0.000    0.000    0.000    0.000 imputation.py:64(Imputer)
        1    0.000    0.000    0.000    0.000 _multivariate.py:667(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        1    0.000    0.000    0.000    0.000 mathtext.py:389(Fonts)
        1    0.000    0.000    0.000    0.000 synchronize.py:144(Lock)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:137(nbinom_gen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:550(ToolHome)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:173(TimerQT)
        3    0.000    0.000    0.000    0.000 figure.py:747(get_frameon)
        1    0.000    0.000    0.000    0.000 urllib2.py:336(OpenerDirector)
        3    0.000    0.000    0.000    0.000 warnings.py:15(warnpy3k)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:418(MainWindow)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4138(truncexpon_gen)
        3    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4092(triang_gen)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4301(uniform_gen)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
        1    0.000    0.000    0.000    0.000 colorbar.py:691(_central_N)
        1    0.000    0.000    0.000    0.000 scorer.py:36(_BaseScorer)
        1    0.000    0.000    0.000    0.000 colors.py:487(Colormap)
        1    0.000    0.000    0.000    0.000 urllib2.py:177(HTTPError)
        1    0.000    0.000    0.000    0.000 {_locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 pydoc.py:408(__init__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1247(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2271(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 sputils.py:227(IndexMixin)
        1    0.000    0.000    0.000    0.000 ticker.py:193(TickHelper)
        1    0.000    0.000    0.000    0.000 camb.py:171(MatterTransferData)
        1    0.000    0.000    0.000    0.000 dates.py:799(RRuleLocator)
        1    0.000    0.000    0.000    0.000 core.py:7779(_convert2ma)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2696(laplace_gen)
        1    0.000    0.000    0.000    0.000 formlayout.py:380(FormTabWidget)
        3    0.000    0.000    0.000    0.000 rcsetup.py:188(validate_int_or_None)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2355(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 synchronize.py:195(Condition)
        4    0.000    0.000    0.000    0.000 rcsetup.py:268(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 widgets.py:60(locked)
        1    0.000    0.000    0.000    0.000 _multivariate.py:98(_PSD)
        1    0.000    0.000    0.000    0.000 patches.py:1807(_Style)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2309(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        1    0.000    0.000    0.000    0.000 legend_handler.py:290(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 dates.py:917(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:942(dweibull_gen)
        1    0.000    0.000    0.000    0.000 ssl.py:329(SSLContext)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1706(genextreme_gen)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2151(invwishart_gen)
        1    0.000    0.000    0.000    0.000 patches.py:2353(Roundtooth)
        1    0.000    0.000    0.000    0.000 ridge.py:436(_BaseRidge)
        1    0.000    0.000    0.000    0.000 cbook.py:869(Sorter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:733(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 kdtree.py:257(leafnode)
        1    0.000    0.000    0.000    0.000 mathtext.py:1267(Box)
        1    0.000    0.000    0.000    0.000 __init__.py:963(PlaceHolder)
        1    0.000    0.000    0.000    0.000 patches.py:2018(LArrow)
        1    0.000    0.000    0.000    0.000 colors.py:1172(PowerNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 widgets.py:475(CheckButtons)
        1    0.000    0.000    0.000    0.000 threading.py:1079(_MainThread)
        1    0.000    0.000    0.000    0.000 synchronize.py:299(Event)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2209(White)
        1    0.000    0.000    0.000    0.000 cross_validation.py:447(StratifiedKFold)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 __init__.py:1401(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 trifinder.py:29(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 interface.py:634(IdentityOperator)
        1    0.000    0.000    0.000    0.000 contour.py:42(ClabelText)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 scale.py:496(LogitTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 matfuncs.py:216(ProductOperator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1210(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 sre_parse.py:87(checkgroup)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:85(MedianFilter)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:200(FigureCanvasQTAgg)
        1    0.000    0.000    0.000    0.000 backend_bases.py:142(ShowBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2226(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:166(ParseBaseException)
        1    0.000    0.000    0.000    0.000 ticker.py:943(Locator)
        1    0.000    0.000    0.000    0.000 patches.py:3878(Wedge)
        2    0.000    0.000    0.000    0.000 mlab.py:3014(__init__)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 grid_search.py:158(ParameterSampler)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:857(cosine_gen)
        1    0.000    0.000    0.000    0.000 tz.py:87(tzlocal)
        1    0.000    0.000    0.000    0.000 cbook.py:1637(Grouper)
        1    0.000    0.000    0.000    0.000 arpack.py:588(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 scale.py:180(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 six.py:411(Iterator)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:99(MinFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 core.py:2311(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _import_tools.py:341(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:57(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 geo.py:572(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1447(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 patches.py:3372(CurveA)
        1    0.000    0.000    0.000    0.000 legend_handler.py:502(HandlerStem)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.000    0.000 backend_tools.py:538(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 geo.py:478(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:479(SelectFpr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2863(logistic_gen)
        1    0.000    0.000    0.000    0.000 streamplot.py:323(StreamMask)
        1    0.000    0.000    0.000    0.000 core.py:778(_DomainTan)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1040(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1358(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 variance_threshold.py:12(VarianceThreshold)
        1    0.000    0.000    0.000    0.000 colors.py:987(LogNorm)
        1    0.000    0.000    0.000    0.000 core.py:6269(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:603(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(Fil)
        1    0.000    0.000    0.000    0.000 cross_validation.py:97(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 polyint.py:465(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1190(LassoCV)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2575(NonGuiException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1835(Word)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3219(ncx2_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:478(DataDimensionalityWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:343(SelectPercentile)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 parallel.py:170(ImmediateComputeBatch)
        2    0.000    0.000    0.000    0.000 decorators.py:58(setastest)
        1    0.000    0.000    0.000    0.000 mathtext.py:1475(Hlist)
        1    0.000    0.000    0.000    0.000 transforms.py:2476(BboxTransform)
        1    0.000    0.000    0.000    0.000 gridspec.py:318(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 core.py:756(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 scale.py:391(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 collections.py:1574(PatchCollection)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1367(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 urllib2.py:942(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1501(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 nonlin.py:1229(LinearMixing)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 mathtext.py:236(MathtextBackendPs)
        7    0.000    0.000    0.000    0.000 relativedelta.py:17(__init__)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2949(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 cross_validation.py:254(KFold)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:12(JoblibException)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 mlab.py:3041(FormatInt)
        1    0.000    0.000    0.000    0.000 legend_handler.py:178(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        1    0.000    0.000    0.000    0.000 urllib.py:955(addbase)
        1    0.000    0.000    0.000    0.000 patches.py:2189(Round4)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3147(mielke_gen)
        1    0.000    0.000    0.000    0.000 patches.py:3361(Curve)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 data.py:696(MaxAbsScaler)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1740(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 legend_handler.py:257(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 colors.py:858(Normalize)
        1    0.000    0.000    0.000    0.000 patches.py:3225(_Curve)
        1    0.000    0.000    0.000    0.000 label.py:56(LabelEncoder)
        1    0.000    0.000    0.000    0.000 scale.py:119(Log10Transform)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1723(Literal)
        1    0.000    0.000    0.000    0.000 patches.py:3776(Fancy)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 lbfgsb.py:369(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:14(__init__)
        2    0.000    0.000    0.000    0.000 _onenormest.py:109(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 decimal.py:3749(_ContextManager)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:127(ModeFilter)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 offsetbox.py:494(PaddedBox)
        1    0.000    0.000    0.000    0.000 tz.py:653(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todatetime)
        1    0.000    0.000    0.000    0.000 kdtree.py:240(node)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:332(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 legend_handler.py:134(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 threading.py:1119(_DummyThread)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:513(betaprime_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2355(WordStart)
        1    0.000    0.000    0.000    0.000 patches.py:3690(Simple)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 mathtext.py:1854(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:598(randint_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:1586(Vlist)
        1    0.000    0.000    0.000    0.000 synchronize.py:84(_make_methods)
        1    0.000    0.000    0.000    0.000 transforms.py:2560(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 patches.py:3632(BracketB)
        1    0.000    0.000    0.000    0.000 ticker.py:1218(Base)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:547(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 scale.py:194(LogTransform)
        1    0.000    0.000    0.000    0.000 interpolate.py:88(interp2d)
        1    0.000    0.000    0.000    0.000 widgets.py:922(Cursor)
        1    0.000    0.000    0.000    0.000 six.py:416(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedAttribute)
        1    0.000    0.000    0.000    0.000 six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 coordinate_descent.py:1802(MultiTaskElasticNetCV)
        1    0.000    0.000    0.000    0.000 patches.py:2244(Sawtooth)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:283(Metropolis)
        1    0.000    0.000    0.000    0.000 optimize.py:53(MemoizeJac)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 hashing.py:26(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _ode.py:1051(dop853)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 rrule.py:62(weekday)
        1    0.000    0.000    0.000    0.000 dates.py:1225(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 bayes.py:221(ARDRegression)
        1    0.000    0.000    0.000    0.000 dates.py:1278(HourLocator)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.000    0.000 scale.py:169(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:213(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ticker.py:1043(IndexLocator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:194(alpha_gen)
        1    0.000    0.000    0.000    0.000 dviread.py:412(DviFont)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:749(skellam_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:1730(GlueSpec)
        1    0.000    0.000    0.000    0.000 transforms.py:2621(ScaledTranslation)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1362(ResizeEvent)
        1    0.000    0.000    0.000    0.000 grid_search.py:807(RandomizedSearchCV)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3474(pareto_gen)
        1    0.000    0.000    0.000    0.000 httplib.py:1327(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 mathtext.py:1385(Accent)
        1    0.000    0.000    0.000    0.000 transforms.py:2650(TransformedPath)
        1    0.000    0.000    0.000    0.000 scale.py:359(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 mathtext.py:333(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 classes.py:14(LinearSVC)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2655(johnsonsu_gen)
        2    0.000    0.000    0.000    0.000 __init__.py:269(set_level)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3764(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 urllib2.py:1245(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.000    0.000    0.000    0.000 multiclass.py:660(OutputCodeClassifier)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2432(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 decimal.py:5673(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 httplib.py:1282(HTTPS)
        1    0.000    0.000    0.000    0.000 orthogonal.py:126(orthopoly1d)
        1    0.000    0.000    0.000    0.000 baseconfig.py:95(CAMB_Structure)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 _multivariate.py:557(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 interface.py:619(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 urllib2.py:558(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 ticker.py:1878(AutoLocator)
        1    0.000    0.000    0.000    0.000 dates.py:156(_UTC)
        1    0.000    0.000    0.000    0.000 parser.py:613(_result)
        1    0.000    0.000    0.000    0.000 rcsetup.py:267(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 interface.py:521(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 ticker.py:309(FuncFormatter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(OffsetImage)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 legend_handler.py:566(HandlerTuple)
        1    0.000    0.000    0.000    0.000 scale.py:311(get_transform)
        1    0.000    0.000    0.000    0.000 collections.py:1030(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 multiclass.py:182(_ConstantPredictor)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:11(FunctionTransformer)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3315(StatusbarBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1414(List)
        1    0.000    0.000    0.000    0.000 scale.py:216(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 cross_validation.py:565(LeaveOneLabelOut)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2868(NotAny)
        1    0.000    0.000    0.000    0.000 mathtext.py:304(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 geo.py:379(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 camb.py:214(ClTransferData)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        1    0.000    0.000    0.000    0.000 patches.py:3656(BarAB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:256(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:50(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 cross_validation.py:894(StratifiedShuffleSplit)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1338(IdleEvent)
        1    0.000    0.000    0.000    0.000 polar.py:187(RadialLocator)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 base.py:162(BaseEstimator)
        1    0.000    0.000    0.000    0.000 parallel.py:64(BatchedCalls)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3225(postParse)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2732(levy_gen)
        2    0.000    0.000    0.000    0.000 logger.py:67(__init__)
        1    0.000    0.000    0.000    0.000 urllib2.py:537(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 scale.py:155(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1346(DrawEvent)
